försäljning;Sale;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9258_96square.jpg;
IT avdelning;IT department;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8021_96square.jpg;
Revisor;Accountant;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21930_96square.jpg;
Populär;Popular;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8647_96square.jpg;
Missnöjd;Dissatisfied;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21882_96square.jpg;
Känd;Famous;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8620_96square.jpg;
Ledig / vardags;Casual;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8101_96square.jpg;
Flöjt;Flute;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8372_96square.jpg;
Trombon;Trombon;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8699_96square.jpg;
Saxofon;Saxophone;https://d1pra95f92lrn3.cloudfront.net/media/thumb/17283_96square.jpg;
Trummor;Drums;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9320_96square.jpg;
Munspel;Harmonica;https://d1pra95f92lrn3.cloudfront.net/media/thumb/7270_96square.jpg;
Smärta;Smärta;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9408_96square.jpg;
Illamående och kräkning;sausia;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9203_96square.jpg;
Utmattning;Fatigue;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9227_96square.jpg;
Klåda;Klåda;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9302_96square.jpg;
Halsont;Sore through;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21932_96square.jpg;
Yr;Dizzy;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9404_96square.jpg;
Nästappa;Stuffy nose;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21931_96square.jpg;
Rum;Room;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8105_96square.jpg;
Lobby;Lobby;https://d1pra95f92lrn3.cloudfront.net/media/thumb/10252_96square.jpg;
Rumsbetjäning;Roomservice;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21936_96square.jpg;
reservation;Reservation;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9220_96square.jpg;
Pingis;Ping pong;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21941_96square.jpg;
Löpning / Att springa;Running;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21943_96square.jpg;
Skidåkning;Skiing;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21942_96square.jpg;
Volleyboll;Volleyboll;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21944_96square.jpg;
Boxning;Boxing;https://d1pra95f92lrn3.cloudfront.net/media/thumb/22274_96square.jpg;
Tejp;Tape;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21945_96square.jpg;
Soptunna;Garbage pail;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9128_96square.jpg;
Kuvert;Kuvert;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21946_96square.jpg;
Häftstift;Staple;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9161_96square.jpg;
Häftappart;Stapler;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8161_96square.jpg;
Gem;Paper clipp;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9397_96square.jpg;
Mapp;Folder;https://d1pra95f92lrn3.cloudfront.net/media/thumb/17404_96square.jpg;
Ta examen;Graduate;https://d1pra95f92lrn3.cloudfront.net/media/thumb/9018_96square.jpg;
Förlovad;Engaged;https://d1pra95f92lrn3.cloudfront.net/media/thumb/8176_96square.jpg;
Biljett;Ticket;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21954_96square.jpg;
Rundresa;Roundtrip;https://d1pra95f92lrn3.cloudfront.net/media/thumb/21956_96square.jpg;
